2021-02-05 18:15:32,817 INFO    MainThread:130492 [internal.py:wandb_internal():81] W&B internal server running at pid: 130492
2021-02-05 18:15:32,822 INFO    WriterThread:130492 [datastore.py:open_for_write():77] open: C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210205_181530-2rn2by5u\run-2rn2by5u.wandb
2021-02-05 18:15:32,823 DEBUG   HandlerThread:130492 [handler.py:handle_request():93] handle_request: check_version
2021-02-05 18:15:32,824 DEBUG   SenderThread:130492 [sender.py:send():117] send: header
2021-02-05 18:15:32,824 DEBUG   SenderThread:130492 [sender.py:send():117] send: request
2021-02-05 18:15:32,825 DEBUG   SenderThread:130492 [sender.py:send_request():126] send_request: check_version
2021-02-05 18:15:32,830 DEBUG   Thread-20 :130492 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): pypi.org
2021-02-05 18:15:33,052 DEBUG   Thread-20 :130492 [connectionpool.py:_make_request():396] https://pypi.org:443 "GET /pypi/wandb/json HTTP/1.1" 200 53641
2021-02-05 18:15:33,116 DEBUG   SenderThread:130492 [sender.py:send():117] send: run
2021-02-05 18:15:33,132 DEBUG   SenderThread:130492 [util.py:is_cygwin_git():315] Failed checking if running in CYGWIN due to: FileNotFoundError(2, '지정된 파일을 찾을 수 없습니다', None, 2, None)
2021-02-05 18:15:33,139 DEBUG   SenderThread:130492 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020, universal_newlines=False, shell=None, istream=<valid stream>)
2021-02-05 18:15:33,195 DEBUG   SenderThread:130492 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): api.wandb.ai
2021-02-05 18:15:33,423 DEBUG   SenderThread:130492 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2021-02-05 18:15:33,430 DEBUG   HandlerThread:130492 [handler.py:handle_request():93] handle_request: run_start
2021-02-05 18:15:33,433 INFO    SenderThread:130492 [dir_watcher.py:__init__():165] watching files in: C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210205_181530-2rn2by5u\files
2021-02-05 18:15:33,433 INFO    SenderThread:130492 [sender.py:_start_run_threads():596] run started: 2rn2by5u with start time 1612516531
2021-02-05 18:15:33,433 DEBUG   SenderThread:130492 [sender.py:send():117] send: summary
2021-02-05 18:15:33,434 INFO    SenderThread:130492 [sender.py:_save_file():682] saving file wandb-summary.json with policy end
2021-02-05 18:15:33,442 DEBUG   HandlerThread:130492 [meta.py:__init__():34] meta init
2021-02-05 18:15:33,443 DEBUG   HandlerThread:130492 [meta.py:__init__():48] meta init done
2021-02-05 18:15:33,443 DEBUG   HandlerThread:130492 [meta.py:probe():190] probe
2021-02-05 18:15:33,451 DEBUG   HandlerThread:130492 [meta.py:_setup_git():180] setup git
2021-02-05 18:15:33,454 DEBUG   HandlerThread:130492 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020, universal_newlines=False, shell=None, istream=<valid stream>)
2021-02-05 18:15:33,501 DEBUG   HandlerThread:130492 [cmd.py:execute():719] Popen(['git', 'rev-parse', '--show-toplevel'], cwd=C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020, universal_newlines=False, shell=None, istream=None)
2021-02-05 18:15:33,546 DEBUG   HandlerThread:130492 [meta.py:_setup_git():187] setup git done
2021-02-05 18:15:33,546 DEBUG   HandlerThread:130492 [meta.py:_save_pip():52] save pip
2021-02-05 18:15:33,548 DEBUG   HandlerThread:130492 [meta.py:_save_pip():66] save pip done
2021-02-05 18:15:33,548 DEBUG   HandlerThread:130492 [meta.py:probe():231] probe done
2021-02-05 18:15:33,679 DEBUG   SenderThread:130492 [sender.py:send():117] send: files
2021-02-05 18:15:33,679 INFO    SenderThread:130492 [sender.py:_save_file():682] saving file wandb-metadata.json with policy now
2021-02-05 18:15:33,679 DEBUG   HandlerThread:130492 [handler.py:handle_request():93] handle_request: status
2021-02-05 18:15:33,680 DEBUG   SenderThread:130492 [sender.py:send():117] send: request
2021-02-05 18:15:33,680 DEBUG   SenderThread:130492 [sender.py:send_request():126] send_request: status
2021-02-05 18:15:33,685 DEBUG   SenderThread:130492 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): api.wandb.ai
2021-02-05 18:15:33,700 DEBUG   Thread-40 :130492 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): api.wandb.ai
2021-02-05 18:15:33,879 DEBUG   SenderThread:130492 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2021-02-05 18:15:33,881 DEBUG   SenderThread:130492 [sender.py:send():117] send: config
2021-02-05 18:15:33,893 DEBUG   SenderThread:130492 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): api.wandb.ai
2021-02-05 18:15:34,119 DEBUG   SenderThread:130492 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2021-02-05 18:15:34,122 DEBUG   Thread-40 :130492 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2021-02-05 18:15:34,139 DEBUG   Thread-40 :130492 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): storage.googleapis.com
2021-02-05 18:15:34,438 INFO    Thread-29 :130492 [dir_watcher.py:_on_file_modified():226] file/dir modified: C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210205_181530-2rn2by5u\files\config.yaml
2021-02-05 18:15:34,438 INFO    Thread-29 :130492 [dir_watcher.py:_on_file_created():213] file/dir created: C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210205_181530-2rn2by5u\files\requirements.txt
