2021-02-05 19:04:29,676 INFO    MainThread:54612 [internal.py:wandb_internal():81] W&B internal server running at pid: 54612
2021-02-05 19:04:29,681 INFO    WriterThread:54612 [datastore.py:open_for_write():77] open: C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210205_190426-1cq0vmru\run-1cq0vmru.wandb
2021-02-05 19:04:29,682 DEBUG   HandlerThread:54612 [handler.py:handle_request():93] handle_request: check_version
2021-02-05 19:04:29,684 DEBUG   SenderThread:54612 [sender.py:send():117] send: header
2021-02-05 19:04:29,684 DEBUG   SenderThread:54612 [sender.py:send():117] send: request
2021-02-05 19:04:29,685 DEBUG   SenderThread:54612 [sender.py:send_request():126] send_request: check_version
2021-02-05 19:04:29,691 DEBUG   Thread-20 :54612 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): pypi.org
2021-02-05 19:04:29,878 DEBUG   Thread-20 :54612 [connectionpool.py:_make_request():396] https://pypi.org:443 "GET /pypi/wandb/json HTTP/1.1" 200 53641
2021-02-05 19:04:29,922 DEBUG   SenderThread:54612 [sender.py:send():117] send: run
2021-02-05 19:04:29,941 DEBUG   SenderThread:54612 [util.py:is_cygwin_git():315] Failed checking if running in CYGWIN due to: FileNotFoundError(2, '지정된 파일을 찾을 수 없습니다', None, 2, None)
2021-02-05 19:04:29,948 DEBUG   SenderThread:54612 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020, universal_newlines=False, shell=None, istream=<valid stream>)
2021-02-05 19:04:30,012 DEBUG   SenderThread:54612 [connectionpool.py:_new_conn():824] Starting new HTTPS connection (1): api.wandb.ai
2021-02-05 19:04:30,237 DEBUG   SenderThread:54612 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2021-02-05 19:04:30,247 DEBUG   HandlerThread:54612 [handler.py:handle_request():93] handle_request: run_start
2021-02-05 19:04:30,254 INFO    SenderThread:54612 [dir_watcher.py:__init__():165] watching files in: C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020\code\wandb\run-20210205_190426-1cq0vmru\files
2021-02-05 19:04:30,254 INFO    SenderThread:54612 [sender.py:_start_run_threads():596] run started: 1cq0vmru with start time 1612519468
2021-02-05 19:04:30,254 DEBUG   SenderThread:54612 [sender.py:send():117] send: summary
2021-02-05 19:04:30,255 INFO    SenderThread:54612 [sender.py:_save_file():682] saving file wandb-summary.json with policy end
2021-02-05 19:04:30,267 DEBUG   HandlerThread:54612 [meta.py:__init__():34] meta init
2021-02-05 19:04:30,267 DEBUG   HandlerThread:54612 [meta.py:__init__():48] meta init done
2021-02-05 19:04:30,267 DEBUG   HandlerThread:54612 [meta.py:probe():190] probe
2021-02-05 19:04:30,276 DEBUG   HandlerThread:54612 [meta.py:_setup_git():180] setup git
2021-02-05 19:04:30,280 DEBUG   HandlerThread:54612 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Users\Juhyeon\Desktop\repository\Proxy-Anchor-CVPR2020, universal_newlines=False, shell=None, istream=<valid stream>)
